,label,watts
34197,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2785.8
8166,Ceiling Fans & LED Bulbs & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2337.3
12507,Ceiling Fans & LED Bulbs & LED Tube Light & Inverter Deep Freezer,268.9
20194,Ceiling Fans & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2344.9
13970,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2663.3
36050,LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1231.5
19303,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1869.8
21027,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2650.3
11293,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,512.0
27893,LED Bulbs & Conventional Fridge,192.3
12761,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1227.8
31384,LED Bulbs & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2218.6
25700,Conventional Fridge & Washing Machine & LED TV,606.1
16166,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1626.5
2857,Ceiling Fans & Conventional Fridge & Washing Machine & Microwave Oven,1666.3
38391,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1403.6
39720,LED TV & Microwave Oven & Inverter Deep Freezer,1178.5
6480,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1370.0
41449,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2706.5
20568,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1587.7
12231,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1879.2
30485,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1744.9
45647,Microwave Oven,1001.2
43177,LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1216.6
37179,LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2543.7
34787,LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1207.4
3938,Ceiling Fans & Iron & Washing Machine & Inverter Deep Freezer,1630.4
25273,Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1365.2
28680,LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2333.4
3252,Ceiling Fans & Iron & Inverter Deep Freezer,1265.3
14969,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1580.1
17466,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2342.1
1510,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2874.0
7729,Ceiling Fans & LED Bulbs & Iron,1156.1
37516,LED Bulbs & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1210.5
40366,LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1401.9
29980,LED Bulbs & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1310.8
7335,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1866.1
13019,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2352.3
25618,Conventional Fridge & Washing Machine & Inverter Deep Freezer,673.3
13400,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1660.6
13242,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2293.3
41739,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1259.7
6933,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,803.2
14617,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine,521.3
13556,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV,1604.4
21229,Ceiling Fans & LED Tube Light & LED TV & Inverter Deep Freezer,318.3
3525,Ceiling Fans & Iron & LED TV & Microwave Oven,2202.3
45182,LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,571.2
39565,LED TV & Inverter Deep Freezer,185.7
39645,LED TV & Microwave Oven,1061.6
4880,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron,1333.3
33029,LED Bulbs & LED Tube Light & Conventional Fridge & Iron,1234.3
32266,LED Bulbs & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2525.8
32137,LED Bulbs & Iron & Washing Machine & Microwave Oven,2400.5
13095,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2356.8
21799,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,631.6
33550,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2231.8
23008,Ceiling Fans & Washing Machine & LED TV & Microwave Oven,1553.2
24965,Conventional Fridge & LED TV,236.8
44169,LED Tube Light & Iron & Washing Machine & Microwave Oven,2404.5
25386,Conventional Fridge & Microwave Oven,1184.4
24582,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2628.7
6289,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV,370.9
674,Ceiling Fans & Conventional Fridge & Iron & LED TV & Microwave Oven,2376.2
4339,Ceiling Fans & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2694.8
3826,Ceiling Fans & Iron & Washing Machine,1509.5
2883,Ceiling Fans & Conventional Fridge & Washing Machine & Microwave Oven,1671.8
8608,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1583.0
1514,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2874.4
16947,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1458.8
33186,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV,1291.8
2222,Ceiling Fans & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1419.1
7940,Ceiling Fans & LED Bulbs & Iron & LED TV & Inverter Deep Freezer,1332.6
18391,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,500.0
16039,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven,1499.6
32834,LED Bulbs & LED Tube Light & Conventional Fridge,213.0
7980,Ceiling Fans & LED Bulbs & Iron & LED TV & Inverter Deep Freezer,1336.9
27442,Iron & Washing Machine & LED TV & Microwave Oven,2450.7
33588,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2352.0
34702,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1389.8
4058,Ceiling Fans & Iron & Washing Machine & LED TV,1571.0
5220,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven,2388.6
38670,LED Bulbs & Microwave Oven & Inverter Deep Freezer,1139.2
43909,LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1591.3
19092,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,750.9
44740,LED Tube Light & Microwave Oven,1019.5
11011,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2719.9
23001,Ceiling Fans & Washing Machine & LED TV & Microwave Oven,1552.5
19492,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1809.1
6315,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV,368.3
4045,Ceiling Fans & Iron & Washing Machine & LED TV,1565.8
8829,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2704.7
18285,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2835.1
6039,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2881.6
43563,LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2163.1
29239,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2762.1
44805,LED Tube Light & Microwave Oven & Inverter Deep Freezer,1137.6
10299,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2348.3
16172,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1627.1
32706,LED Bulbs & LED Tube Light,26.2
46254,Washing Machine & LED TV & Microwave Oven,1427.3
36237,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2231.0
30877,LED Bulbs & Iron,1029.1
27515,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2569.6
8986,Ceiling Fans & LED Bulbs & Iron & Washing Machine & Microwave Oven,2524.4
3004,Ceiling Fans & Inverter Deep Freezer,242.8
36356,LED Bulbs & LED Tube Light & Iron & Microwave Oven,2050.3
7730,Ceiling Fans & LED Bulbs & Iron,1156.2
15387,Ceiling Fans & LED Bulbs & Microwave Oven & Inverter Deep Freezer,1254.1
12613,Ceiling Fans & LED Bulbs & LED Tube Light & Iron,1171.1
40195,LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1343.0
677,Ceiling Fans & Conventional Fridge & Iron & LED TV & Microwave Oven,2375.9
27830,LED Bulbs,15.1
6698,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1313.1
37686,LED Bulbs & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1151.7
11575,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1328.1
38491,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven & Inverter Deep Freezer,1527.5
28996,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV,1643.4
44094,LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2591.6
10397,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2470.6
31938,LED Bulbs & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1589.4
41105,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1773.0
41531,LED Tube Light & Conventional Fridge & LED TV,254.4
8602,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1582.4
16268,Ceiling Fans & LED TV,182.6
38212,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1463.9
1723,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2817.1
3589,Ceiling Fans & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2318.9
17588,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine,1705.4
36269,LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2233.7
29497,LED Bulbs & Conventional Fridge & LED TV,250.6
28031,LED Bulbs & Conventional Fridge & Iron,1211.6
33316,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2288.9
6972,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,806.2
35905,LED Bulbs & LED Tube Light & Iron & Inverter Deep Freezer,1173.7
36440,LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2168.9
41894,LED Tube Light & Conventional Fridge & Microwave Oven,1194.5
29595,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,372.9
18154,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2708.1
40748,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2343.7
42445,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1624.0
43705,LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1528.4
3623,Ceiling Fans & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2326.0
2350,Ceiling Fans & Conventional Fridge & Washing Machine,673.1
41813,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1376.5
7537,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1808.1
29403,LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2703.9
29499,LED Bulbs & Conventional Fridge & LED TV,250.4
39853,LED Tube Light,22.2
19165,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,872.1
22451,Ceiling Fans & Microwave Oven,1122.1
25778,Conventional Fridge & Washing Machine & LED TV & Inverter Deep Freezer,730.4
6555,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1494.6
40186,LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1342.1
27686,Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2510.7
26203,Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1677.2
29094,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1767.1
39646,LED TV & Microwave Oven,1061.7
37274,LED Bulbs & LED Tube Light & LED TV,91.1
7849,Ceiling Fans & LED Bulbs & Iron & LED TV,1209.6
27524,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2568.7
36008,LED Bulbs & LED Tube Light & Iron & LED TV,1111.9
41807,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1377.1
2109,Ceiling Fans & Conventional Fridge & Microwave Oven,1298.3
2054,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1483.8
1057,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1691.2
13310,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine,1537.5
3806,Ceiling Fans & Iron & Microwave Oven & Inverter Deep Freezer,2266.1
14361,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1336.0
30295,LED Bulbs & Conventional Fridge & Washing Machine & LED TV,625.9
40988,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1644.1
24954,Conventional Fridge & LED TV,237.9
34719,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1393.4
21772,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,628.6
40463,LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2279.5
36443,LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2168.6
24851,Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2692.1
4562,Ceiling Fans & LED Bulbs,130.7
2683,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1725.5
11854,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,820.5
20769,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2585.8
2281,Ceiling Fans & Conventional Fridge & Washing Machine,669.3
12950,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2227.1
9841,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1471.6
23077,Ceiling Fans & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1674.0
16152,Ceiling Fans & LED Bulbs & Washing Machine & Microwave Oven & Inverter Deep Freezer,1625.1
24026,Conventional Fridge & Iron & Microwave Oven,2199.7
69,Ceiling Fans,122.5
2195,Ceiling Fans & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1421.8
14091,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV,213.3
11420,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1390.1
9851,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1470.6
4003,Ceiling Fans & Iron & Washing Machine & Inverter Deep Freezer,1633.0
6662,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1310.0
45001,LED Tube Light & Washing Machine & Inverter Deep Freezer,511.3
13104,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven,2169.9
19002,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,814.0
41490,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2715.1
14125,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,330.9
5511,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2455.7
37743,LED Bulbs & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1155.5
22665,Ceiling Fans & Washing Machine & Inverter Deep Freezer,612.3
242,Ceiling Fans & Conventional Fridge & Inverter Deep Freezer,424.6
30,Ceiling Fans,116.9
27123,Iron & Washing Machine & Inverter Deep Freezer,1512.4
10955,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2899.4
27451,Iron & Washing Machine & LED TV & Microwave Oven,2451.6
42492,LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1632.2
43091,LED Tube Light & Iron & LED TV,1098.4
32526,LED Bulbs & LED TV & Microwave Oven,1068.0
18612,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1501.4
27395,Iron & Washing Machine & LED TV & Microwave Oven,2449.5
36800,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1599.3
46172,Washing Machine & LED TV & Inverter Deep Freezer,549.4
6911,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine,686.2
43871,LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1590.0
31237,LED Bulbs & Iron & LED TV & Microwave Oven,2089.5
31074,LED Bulbs & Iron & LED TV,1087.6
33318,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2288.7
32205,LED Bulbs & Iron & Washing Machine & Microwave Oven,2405.8
30053,LED Bulbs & Conventional Fridge & Washing Machine,559.6
35997,LED Bulbs & LED Tube Light & Iron & LED TV,1110.8
39031,LED Bulbs & Washing Machine & LED TV & Inverter Deep Freezer,568.9
22590,Ceiling Fans & Washing Machine,487.7
14458,Ceiling Fans & LED Bulbs & LED Tube Light & Microwave Oven,1153.6
10125,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2407.5
8497,Ceiling Fans & LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1641.5
9044,Ceiling Fans & LED Bulbs & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2641.4
